0	0.310429 	-0.173769 	0.537008 	0.180534 	-1.45468 	-0.24872 	
0.005	0.310429 	-0.173769 	0.537008 	0.180534 	-1.45468 	-0.24872 	
0.01	0.310429 	-0.173769 	0.537008 	0.180534 	-1.45468 	-0.24872 	
0.015	0.310429 	-0.173769 	0.537008 	0.180534 	-1.45468 	-0.24872 	
0.02	0.31043 	-0.173769 	0.537008 	0.180534 	-1.45468 	-0.24872 	
0.025	0.310432 	-0.173769 	0.537008 	0.180534 	-1.45468 	-0.24872 	
0.03	0.310434 	-0.173769 	0.537008 	0.180534 	-1.45468 	-0.24872 	
0.035	0.310436 	-0.173769 	0.537008 	0.180534 	-1.45468 	-0.24872 	
0.04	0.310439 	-0.173769 	0.537009 	0.180534 	-1.45468 	-0.24872 	
0.045	0.310442 	-0.173769 	0.537009 	0.180534 	-1.45468 	-0.24872 	
0.05	0.310446 	-0.173769 	0.537009 	0.180534 	-1.45468 	-0.24872 	
0.055	0.31045 	-0.17377 	0.537009 	0.180534 	-1.45468 	-0.24872 	
0.06	0.310455 	-0.17377 	0.537009 	0.180534 	-1.45468 	-0.24872 	
0.065	0.31046 	-0.17377 	0.53701 	0.180534 	-1.45468 	-0.24872 	
0.07	0.310465 	-0.17377 	0.53701 	0.180534 	-1.45468 	-0.24872 	
0.075	0.310471 	-0.17377 	0.53701 	0.180534 	-1.45468 	-0.24872 	
0.08	0.310478 	-0.17377 	0.53701 	0.180534 	-1.45468 	-0.24872 	
0.085	0.310485 	-0.17377 	0.537011 	0.180534 	-1.45468 	-0.24872 	
0.09	0.310492 	-0.173771 	0.537011 	0.180534 	-1.45468 	-0.24872 	
0.095	0.310499 	-0.173771 	0.537012 	0.180534 	-1.45468 	-0.24872 	
0.1	0.310508 	-0.173771 	0.537012 	0.180534 	-1.45468 	-0.24872 	
0.105	0.310516 	-0.173771 	0.537012 	0.180534 	-1.45468 	-0.24872 	
0.11	0.310526 	-0.173771 	0.537013 	0.180534 	-1.45468 	-0.24872 	
0.115	0.310535 	-0.173772 	0.537013 	0.180534 	-1.45468 	-0.24872 	
0.12	0.310545 	-0.173772 	0.537014 	0.180534 	-1.45468 	-0.24872 	
0.125	0.310556 	-0.173772 	0.537014 	0.180534 	-1.45468 	-0.24872 	
0.13	0.310567 	-0.173772 	0.537015 	0.180534 	-1.45468 	-0.24872 	
0.135	0.310578 	-0.173773 	0.537015 	0.180534 	-1.45468 	-0.24872 	
0.14	0.31059 	-0.173773 	0.537016 	0.180534 	-1.45468 	-0.24872 	
0.145	0.310602 	-0.173773 	0.537017 	0.180534 	-1.45468 	-0.24872 	
0.15	0.310614 	-0.173774 	0.537017 	0.180534 	-1.45468 	-0.24872 	
0.155	0.310627 	-0.173774 	0.537018 	0.180534 	-1.45468 	-0.24872 	
0.16	0.310641 	-0.173774 	0.537018 	0.180534 	-1.45468 	-0.24872 	
0.165	0.310592 	-0.173759 	0.537 	0.178912 	-1.45354 	-0.246485 	
0.17	0.310606 	-0.173759 	0.537001 	0.178912 	-1.45354 	-0.246485 	
0.175	0.310621 	-0.17376 	0.537002 	0.178912 	-1.45354 	-0.246485 	
0.18	0.310636 	-0.17376 	0.537002 	0.178912 	-1.45354 	-0.246485 	
0.185	0.310652 	-0.17376 	0.537003 	0.178912 	-1.45354 	-0.246485 	
0.19	0.310668 	-0.173761 	0.537004 	0.178912 	-1.45354 	-0.246485 	
0.195	0.310684 	-0.173761 	0.537005 	0.178912 	-1.45354 	-0.246485 	
0.2	0.310701 	-0.173762 	0.537005 	0.178912 	-1.45354 	-0.246485 	
0.205	0.310718 	-0.173762 	0.537006 	0.178912 	-1.45354 	-0.246485 	
0.21	0.310736 	-0.173762 	0.537007 	0.178912 	-1.45354 	-0.246485 	
0.215	0.310754 	-0.173763 	0.537008 	0.178912 	-1.45354 	-0.246485 	
0.22	0.310773 	-0.173763 	0.537009 	0.178912 	-1.45354 	-0.246485 	
0.225	0.31073 	-0.173749 	0.536991 	0.177312 	-1.45242 	-0.244282 	
0.23	0.31075 	-0.173749 	0.536992 	0.177312 	-1.45242 	-0.244282 	
0.235	0.31077 	-0.173749 	0.536993 	0.177312 	-1.45242 	-0.244282 	
0.24	0.31079 	-0.17375 	0.536994 	0.177312 	-1.45242 	-0.244282 	
0.245	0.310811 	-0.17375 	0.536995 	0.177312 	-1.45242 	-0.244282 	
0.25	0.310832 	-0.173751 	0.536996 	0.177312 	-1.45242 	-0.244282 	
0.255	0.310854 	-0.173751 	0.536997 	0.177312 	-1.45242 	-0.244282 	
0.26	0.310876 	-0.173752 	0.536998 	0.177312 	-1.45242 	-0.244282 	
0.265	0.310898 	-0.173752 	0.536999 	0.177312 	-1.45242 	-0.244282 	
0.27	0.310921 	-0.173753 	0.537 	0.177312 	-1.45242 	-0.244282 	
0.275	0.310879 	-0.173738 	0.536982 	0.175618 	-1.45123 	-0.241947 	
0.28	0.310903 	-0.173738 	0.536983 	0.175618 	-1.45123 	-0.241947 	
0.285	0.310927 	-0.173739 	0.536984 	0.175618 	-1.45123 	-0.241947 	
0.29	0.310951 	-0.173739 	0.536985 	0.175618 	-1.45123 	-0.241947 	
0.295	0.310976 	-0.17374 	0.536986 	0.175618 	-1.45123 	-0.241947 	
0.3	0.311001 	-0.17374 	0.536988 	0.175618 	-1.45123 	-0.241947 	
0.305	0.311027 	-0.173741 	0.536989 	0.175618 	-1.45123 	-0.241947 	
0.31	0.311053 	-0.173741 	0.53699 	0.175618 	-1.45123 	-0.241947 	
0.315	0.311018 	-0.173727 	0.536973 	0.174005 	-1.4501 	-0.239724 	
0.32	0.311045 	-0.173728 	0.536974 	0.174005 	-1.4501 	-0.239724 	
0.325	0.311072 	-0.173728 	0.536975 	0.174005 	-1.4501 	-0.239724 	
0.33	0.3111 	-0.173729 	0.536977 	0.174005 	-1.4501 	-0.239724 	
0.335	0.311128 	-0.173729 	0.536978 	0.174005 	-1.4501 	-0.239724 	
0.34	0.311157 	-0.17373 	0.536979 	0.174005 	-1.4501 	-0.239724 	
0.345	0.311186 	-0.17373 	0.536981 	0.174005 	-1.4501 	-0.239724 	
0.35	0.311154 	-0.173717 	0.536964 	0.172425 	-1.44899 	-0.237548 	
0.355	0.311184 	-0.173717 	0.536965 	0.172425 	-1.44899 	-0.237548 	
0.36	0.311214 	-0.173718 	0.536967 	0.172425 	-1.44899 	-0.237548 	
0.365	0.311245 	-0.173719 	0.536968 	0.172425 	-1.44899 	-0.237548 	
0.37	0.311276 	-0.173719 	0.53697 	0.172425 	-1.44899 	-0.237548 	
0.375	0.311308 	-0.17372 	0.536971 	0.172425 	-1.44899 	-0.237548 	
0.38	0.31134 	-0.17372 	0.536973 	0.172425 	-1.44899 	-0.237548 	
0.385	0.311305 	-0.173706 	0.536954 	0.170708 	-1.44779 	-0.235182 	
0.39	0.311338 	-0.173706 	0.536956 	0.170708 	-1.44779 	-0.235182 	
0.395	0.311371 	-0.173707 	0.536957 	0.170708 	-1.44779 	-0.235182 	
0.4	0.311405 	-0.173707 	0.536959 	0.170708 	-1.44779 	-0.235182 	
0.405	0.311438 	-0.173708 	0.536961 	0.170708 	-1.44779 	-0.235182 	
0.41	0.311473 	-0.173708 	0.536962 	0.170708 	-1.44779 	-0.235182 	
0.415	0.311445 	-0.173695 	0.536945 	0.169088 	-1.44665 	-0.232951 	
0.42	0.31148 	-0.173696 	0.536947 	0.169088 	-1.44665 	-0.232951 	
0.425	0.311515 	-0.173696 	0.536948 	0.169088 	-1.44665 	-0.232951 	
0.43	0.311551 	-0.173697 	0.53695 	0.169088 	-1.44665 	-0.232951 	
0.435	0.311587 	-0.173697 	0.536952 	0.169088 	-1.44665 	-0.232951 	
0.44	0.311623 	-0.173698 	0.536954 	0.169088 	-1.44665 	-0.232951 	
0.445	0.311594 	-0.173684 	0.536936 	0.16738 	-1.44546 	-0.230597 	
0.45	0.311631 	-0.173685 	0.536937 	0.16738 	-1.44546 	-0.230597 	
0.455	0.311669 	-0.173685 	0.536939 	0.16738 	-1.44546 	-0.230597 	
0.46	0.311707 	-0.173686 	0.536941 	0.16738 	-1.44546 	-0.230597 	
0.465	0.311746 	-0.173686 	0.536943 	0.16738 	-1.44546 	-0.230597 	
0.47	0.311784 	-0.173687 	0.536945 	0.16738 	-1.44546 	-0.230597 	
0.475	0.311753 	-0.173672 	0.536926 	0.165564 	-1.44418 	-0.228096 	
0.48	0.311793 	-0.173673 	0.536927 	0.165564 	-1.44418 	-0.228096 	
0.485	0.311833 	-0.173673 	0.536929 	0.165564 	-1.44418 	-0.228096 	
0.49	0.311873 	-0.173674 	0.536931 	0.165564 	-1.44418 	-0.228096 	
0.495	0.311914 	-0.173674 	0.536933 	0.165564 	-1.44418 	-0.228096 	
0.5	0.311892 	-0.173662 	0.536916 	0.163939 	-1.44304 	-0.225857 	
0.505	0.311933 	-0.173662 	0.536918 	0.163939 	-1.44304 	-0.225857 	
0.51	0.311975 	-0.173663 	0.53692 	0.163939 	-1.44304 	-0.225857 	
0.515	0.312017 	-0.173663 	0.536922 	0.163939 	-1.44304 	-0.225857 	
0.52	0.312059 	-0.173664 	0.536924 	0.163939 	-1.44304 	-0.225857 	
0.525	0.312037 	-0.173651 	0.536907 	0.162268 	-1.44187 	-0.223555 	
0.53	0.31208 	-0.173651 	0.536909 	0.162268 	-1.44187 	-0.223555 	
0.535	0.312124 	-0.173652 	0.536911 	0.162268 	-1.44187 	-0.223555 	
0.54	0.312168 	-0.173652 	0.536913 	0.162268 	-1.44187 	-0.223555 	
0.545	0.312212 	-0.173653 	0.536915 	0.162268 	-1.44187 	-0.223555 	
0.55	0.312189 	-0.17364 	0.536897 	0.16053 	-1.44065 	-0.22116 	
